NP_type	Coating	core_size_nm	hydro_size_nm	Surf_charge_mV	Surface_area_m2_g	shape	Dose_microg_mL	Duration_h	Cell_name	Cell_species	cell_Organ	Cell_morphology	Cell_age	cell_type	sex	Assay	Test_indicator	Viability
TiO2	None	124.9	171	-17.6	?	?	3,07832E-09	6	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	98,57
TiO2	None	124.9	171	-17.6	?	?	3,07832E-09	24	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	98,57
TiO2	None	124.9	171	-17.6	?	?	3,07832E-09	48	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	97,86
TiO2	None	124.9	171	-17.6	?	?	3,07832E-08	6	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	100
TiO2	None	124.9	171	-17.6	?	?	3,07832E-08	24	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	94,29
TiO2	None	124.9	171	-17.6	?	?	3,07832E-08	48	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	92,86
TiO2	None	124.9	171	-17.6	?	?	3,07832E-07	6	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	92,14
TiO2	None	124.9	171	-17.6	?	?	3,07832E-07	24	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	87,86
TiO2	None	124.9	171	-17.6	?	?	3,07832E-07	48	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	85,71
TiO2	None	124.9	171	-17.6	?	?	3,07832E-06	6	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	91,43
TiO2	None	124.9	171	-17.6	?	?	3,07832E-06	24	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	85,71
TiO2	None	124.9	171	-17.6	?	?	3,07832E-06	48	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	75
TiO2	None	124.9	171	-17.6	?	?	3,07832E-05	6	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	92,14
TiO2	None	124.9	171	-17.6	?	?	3,07832E-05	24	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	77,86
TiO2	None	124.9	171	-17.6	?	?	3,07832E-05	48	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	65
TiO2	None	148.15	?	-14.55	?	Irregular	0,008	6	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	99,88
TiO2	None	148.15	?	-14.55	?	Irregular	0,08	6	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	98,66
TiO2	None	148.15	?	-14.55	?	Irregular	0,8	6	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	96,91
TiO2	None	148.15	?	-14.55	?	Irregular	8	6	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	95,34
TiO2	None	148.15	?	-14.55	?	Irregular	80	6	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	93,06
TiO2	None	148.15	?	-14.55	?	Irregular	0,008	24	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	98,66
TiO2	None	148.15	?	-14.55	?	Irregular	0,08	24	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	99,88
TiO2	None	148.15	?	-14.55	?	Irregular	0,8	24	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	88,34
TiO2	None	148.15	?	-14.55	?	Irregular	8	24	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	83,44
TiO2	None	148.15	?	-14.55	?	Irregular	80	24	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	80,47
TiO2	None	148.15	?	-14.55	?	Irregular	0,008	48	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	97,61
TiO2	None	148.15	?	-14.55	?	Irregular	0,08	48	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	96,39
TiO2	None	148.15	?	-14.55	?	Irregular	0,8	48	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	85,02
TiO2	None	148.15	?	-14.55	?	Irregular	8	48	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	74,17
TiO2	None	148.15	?	-14.55	?	Irregular	80	48	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	68,22
TiO2	None	148.15	?	-14.55	?	Irregular	0,008	6	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	98,75
TiO2	None	148.15	?	-14.55	?	Irregular	0,08	6	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	99,34
TiO2	None	148.15	?	-14.55	?	Irregular	0,8	6	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	92,26
TiO2	None	148.15	?	-14.55	?	Irregular	8	6	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	91,67
TiO2	None	148.15	?	-14.55	?	Irregular	80	6	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	90,3
TiO2	None	148.15	?	-14.55	?	Irregular	0,008	24	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	97,57
TiO2	None	148.15	?	-14.55	?	Irregular	0,08	24	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	93,84
TiO2	None	148.15	?	-14.55	?	Irregular	0,8	24	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	88,33
TiO2	None	148.15	?	-14.55	?	Irregular	8	24	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	85,38
TiO2	None	148.15	?	-14.55	?	Irregular	80	24	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	77,51
TiO2	None	148.15	?	-14.55	?	Irregular	0,008	48	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	97,57
TiO2	None	148.15	?	-14.55	?	Irregular	0,08	48	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	93,05
TiO2	None	148.15	?	-14.55	?	Irregular	0,8	48	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	85,77
TiO2	None	148.15	?	-14.55	?	Irregular	8	48	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	74,95
TiO2	None	148.15	?	-14.55	?	Irregular	80	48	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	65,31
ZnO	None	165	?	-26	?	?	1,00676E-09	3	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	100,48
ZnO	None	165	?	-26	?	?	1,00676E-08	3	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	96,14
ZnO	None	165	?	-26	?	?	1,00676E-07	3	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	91,08
ZnO	None	165	?	-26	?	?	6,29225E-07	3	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	86,02
ZnO	None	165	?	-26	?	?	1,00676E-06	3	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	86,02
ZnO	None	165	?	-26	?	?	2,5169E-06	3	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	69,4
ZnO	None	165	?	-26	?	?	1,00676E-09	6	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	96,14
ZnO	None	165	?	-26	?	?	1,00676E-08	6	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	93,98
ZnO	None	165	?	-26	?	?	1,00676E-07	6	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	90,36
ZnO	None	165	?	-26	?	?	6,29225E-07	6	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	85,3
ZnO	None	165	?	-26	?	?	1,00676E-06	6	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	76,63
ZnO	None	165	?	-26	?	?	2,5169E-06	6	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	63,61
ZnO	None	165	?	-26	?	?	1,00676E-09	24	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	99,76
ZnO	None	165	?	-26	?	?	1,00676E-08	24	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	88,19
ZnO	None	165	?	-26	?	?	1,00676E-07	24	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	86,02
ZnO	None	165	?	-26	?	?	6,29225E-07	24	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	52,05
ZnO	None	165	?	-26	?	?	1,00676E-06	24	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	26,02
ZnO	None	165	?	-26	?	?	2,5169E-06	24	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	7,23
ZnO	None	165	?	-26	?	?	1,00676E-09	48	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	90,36
ZnO	None	165	?	-26	?	?	1,00676E-08	48	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	88,19
ZnO	None	165	?	-26	?	?	1,00676E-07	48	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	86,02
ZnO	None	165	?	-26	?	?	6,29225E-07	48	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	41,93
ZnO	None	165	?	-26	?	?	1,00676E-06	48	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	9,4
ZnO	None	165	?	-26	?	?	2,5169E-06	48	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	6,51
ZnO	None	165	?	-26	?	?	1,00676E-09	3	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	100,52
ZnO	None	165	?	-26	?	?	1,00676E-08	3	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	97,64
ZnO	None	165	?	-26	?	?	1,00676E-07	3	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	98,23
ZnO	None	165	?	-26	?	?	6,29225E-07	3	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	104,36
ZnO	None	165	?	-26	?	?	1,00676E-06	3	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	101,48
ZnO	None	165	?	-26	?	?	2,5169E-06	3	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	99,29
ZnO	None	165	?	-26	?	?	1,00676E-09	6	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	99,03
ZnO	None	165	?	-26	?	?	1,00676E-08	6	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	98,23
ZnO	None	165	?	-26	?	?	1,00676E-07	6	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	95,34
ZnO	None	165	?	-26	?	?	6,29225E-07	6	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	92,46
ZnO	None	165	?	-26	?	?	1,00676E-06	6	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	82,64
ZnO	None	165	?	-26	?	?	2,5169E-06	6	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	63,12
ZnO	None	165	?	-26	?	?	1,00676E-09	24	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	101,8
ZnO	None	165	?	-26	?	?	1,00676E-08	24	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	101
ZnO	None	165	?	-26	?	?	1,00676E-07	24	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	97,42
ZnO	None	165	?	-26	?	?	6,29225E-07	24	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	89
ZnO	None	165	?	-26	?	?	1,00676E-06	24	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	54,9
ZnO	None	165	?	-26	?	?	2,5169E-06	24	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	48,55
ZnO	None	165	?	-26	?	?	1,00676E-09	48	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	93,48
ZnO	None	165	?	-26	?	?	1,00676E-08	48	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	91,98
ZnO	None	165	?	-26	?	?	1,00676E-07	48	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	96,73
ZnO	None	165	?	-26	?	?	6,29225E-07	48	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	69,57
ZnO	None	165	?	-26	?	?	1,00676E-06	48	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	43,8
ZnO	None	165	?	-26	?	?	2,5169E-06	48	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	34,68
Ag	None	65	?	-30	?	Sphere	25	24	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	92,27
Ag	None	65	?	-30	?	Sphere	50	24	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	81,35
Ag	None	65	?	-30	?	Sphere	100	24	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	76,98
Ag	None	65	?	-30	?	Sphere	200	24	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	67,56
Ag	None	65	?	-30	?	Sphere	25	48	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	90,59
Ag	None	65	?	-30	?	Sphere	50	48	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	74,29
Ag	None	65	?	-30	?	Sphere	100	48	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	60,17
Ag	None	65	?	-30	?	Sphere	200	48	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	48,24
Ag	Citrate_based	50	95	-35	?	Sphere	12,5	24	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTS	TetrazoliumSalt	96,42
Ag	Citrate_based	50	95	-35	?	Sphere	25	24	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTS	TetrazoliumSalt	94,37
Ag	Citrate_based	50	95	-35	?	Sphere	50	24	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTS	TetrazoliumSalt	68,03
Ag	Citrate_based	50	95	-35	?	Sphere	100	24	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTS	TetrazoliumSalt	41,43
Ag	Citrate_based	50	?	-20	?	Sphere	12,5	24	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTS	TetrazoliumSalt	96,68
Ag	Citrate_based	50	?	-20	?	Sphere	25	24	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTS	TetrazoliumSalt	95,91
Ag	Citrate_based	50	?	-20	?	Sphere	50	24	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTS	TetrazoliumSalt	74,94
Ag	Citrate_based	50	?	-20	?	Sphere	100	24	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTS	TetrazoliumSalt	44,76
Ag	Citrate_based	50	?	-19.5	?	Sphere	12,5	24	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTS	TetrazoliumSalt	98,47
Ag	Citrate_based	50	?	-19.5	?	Sphere	25	24	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTS	TetrazoliumSalt	96,42
Ag	Citrate_based	50	?	-19.5	?	Sphere	50	24	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTS	TetrazoliumSalt	77,24
Ag	Citrate_based	50	?	-19.5	?	Sphere	100	24	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTS	TetrazoliumSalt	77,24
Ag	Citrate_based	50	96.5	-35	?	Sphere	12,5	48	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTS	TetrazoliumSalt	77,56
Ag	Citrate_based	50	96.5	-35	?	Sphere	25	48	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTS	TetrazoliumSalt	66,33
Ag	Citrate_based	50	96.5	-35	?	Sphere	50	48	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTS	TetrazoliumSalt	58,6
Ag	Citrate_based	50	96.5	-35	?	Sphere	100	48	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTS	TetrazoliumSalt	31,67
Ag	Citrate_based	50	?	-20	?	Sphere	12,5	48	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTS	TetrazoliumSalt	97,01
Ag	Citrate_based	50	?	-20	?	Sphere	25	48	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTS	TetrazoliumSalt	78,8
Ag	Citrate_based	50	?	-20	?	Sphere	50	48	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTS	TetrazoliumSalt	70,32
Ag	Citrate_based	50	?	-20	?	Sphere	100	48	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTS	TetrazoliumSalt	35,16
Ag	Citrate_based	50	?	-19.5	?	Sphere	12,5	48	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTS	TetrazoliumSalt	93,77
Ag	Citrate_based	50	?	-19.5	?	Sphere	25	48	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTS	TetrazoliumSalt	75,56
Ag	Citrate_based	50	?	-19.5	?	Sphere	50	48	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTS	TetrazoliumSalt	66,58
Ag	Citrate_based	50	?	-19.5	?	Sphere	100	48	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTS	TetrazoliumSalt	70,32
Ag	Citrate_based	50	96.5	-35	?	Sphere	12,5	72	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTS	TetrazoliumSalt	77,64
Ag	Citrate_based	50	96.5	-35	?	Sphere	25	72	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTS	TetrazoliumSalt	41,9
Ag	Citrate_based	50	96.5	-35	?	Sphere	50	72	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTS	TetrazoliumSalt	40,1
Ag	Citrate_based	50	96.5	-35	?	Sphere	100	72	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTS	TetrazoliumSalt	28,28
Ag	Citrate_based	50	?	-20	?	Sphere	12,5	72	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTS	TetrazoliumSalt	95,37
Ag	Citrate_based	50	?	-20	?	Sphere	25	72	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTS	TetrazoliumSalt	66,84
Ag	Citrate_based	50	?	-20	?	Sphere	50	72	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTS	TetrazoliumSalt	67,35
Ag	Citrate_based	50	?	-20	?	Sphere	100	72	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTS	TetrazoliumSalt	33,68
Ag	Citrate_based	50	?	-20	?	Sphere	12,5	72	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTS	TetrazoliumSalt	75,06
Ag	Citrate_based	50	?	-20	?	Sphere	25	72	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTS	TetrazoliumSalt	67,35
Ag	Citrate_based	50	?	-20	?	Sphere	50	72	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTS	TetrazoliumSalt	67,1
Ag	Citrate_based	50	?	-20	?	Sphere	100	72	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTS	TetrazoliumSalt	59,13
Au	PVP	10	21.2	?	?	?	50	24	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	98,4
Au	PVP	10	21.2	?	?	?	50	48	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	98,67
Au	PVP	10	21.2	?	?	?	50	72	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	100,8
Au	PVP	10	21.2	?	?	?	100	24	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	96,53
Au	PVP	10	21.2	?	?	?	100	48	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	100,8
Au	PVP	10	21.2	?	?	?	100	72	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	97,6
Au	PVP	10	21.2	?	?	?	300	24	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	96,53
Au	PVP	10	21.2	?	?	?	300	48	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	93,07
Au	PVP	10	21.2	?	?	?	300	72	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	96,8
Au	PVP	10	21.2	?	?	?	700	24	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	99,2
Au	PVP	10	21.2	?	?	?	700	48	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	94,4
Au	PVP	10	21.2	?	?	?	700	72	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	94,67
Au	Citrate_based	11	27.17	?	?	?	50	24	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	95,95
Au	Citrate_based	11	27.17	?	?	?	50	48	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	95,68
Au	Citrate_based	11	27.17	?	?	?	50	72	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	95,41
Au	Citrate_based	11	27.17	?	?	?	100	24	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	97,55
Au	Citrate_based	11	27.17	?	?	?	100	48	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	98,89
Au	Citrate_based	11	27.17	?	?	?	100	72	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	91,67
Au	Citrate_based	11	27.17	?	?	?	300	24	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	97,82
Au	Citrate_based	11	27.17	?	?	?	300	48	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	98,35
Au	Citrate_based	11	27.17	?	?	?	300	72	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	94,08
Au	Citrate_based	11	27.17	?	?	?	500	24	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	94,34
Au	Citrate_based	11	27.17	?	?	?	500	48	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	88,73
Au	Citrate_based	11	27.17	?	?	?	500	72	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	81,78
Au	Citrate_based	11	27.17	?	?	?	700	24	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	85,52
Au	Citrate_based	11	27.17	?	?	?	700	48	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	79,64
Au	Citrate_based	11	27.17	?	?	?	700	72	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	63,34
Au	Citrate_based	25	28.18	?	?	?	50	24	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	98,35
Au	Citrate_based	25	28.18	?	?	?	50	48	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	100,22
Au	Citrate_based	25	28.18	?	?	?	50	72	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	96,21
Au	Citrate_based	25	28.18	?	?	?	100	24	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	97,55
Au	Citrate_based	25	28.18	?	?	?	100	48	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	100,76
Au	Citrate_based	25	28.18	?	?	?	100	72	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	94,34
Au	Citrate_based	25	28.18	?	?	?	300	24	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	95,68
Au	Citrate_based	25	28.18	?	?	?	300	48	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	98,62
Au	Citrate_based	25	28.18	?	?	?	300	72	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	94,88
Au	Citrate_based	25	28.18	?	?	?	500	24	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	99,69
Au	Citrate_based	25	28.18	?	?	?	500	48	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	93,27
Au	Citrate_based	25	28.18	?	?	?	500	72	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	89,8
Au	Citrate_based	25	28.18	?	?	?	700	24	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	89,53
Au	Citrate_based	25	28.18	?	?	?	700	48	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	84,45
Au	Citrate_based	25	28.18	?	?	?	700	72	A549	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	71,09
Au	Star anise	35	?	?	?	?	3,8286E-08	48	A549	Human	Lung	Epithelial	Adult 	cancer	male	ApoTox­Glo_Triplex	Caspase_Glo	94,21
Au	Star anise	35	?	?	?	?	1,53144E-07	48	A549	Human	Lung	Epithelial	Adult 	cancer	male	ApoTox­Glo_Triplex	Caspase_Glo	92,63
Au	Star anise	35	?	?	?	?	3,06288E-07	48	A549	Human	Lung	Epithelial	Adult 	cancer	male	ApoTox­Glo_Triplex	Caspase_Glo	90,53
Au	Star anise	35	?	?	?	?	3,8286E-07	48	A549	Human	Lung	Epithelial	Adult 	cancer	male	ApoTox­Glo_Triplex	Caspase_Glo	88,42
Au	Star anise	35	?	?	?	?	7,65719E-07	48	A549	Human	Lung	Epithelial	Adult 	cancer	male	ApoTox­Glo_Triplex	Caspase_Glo	80,53
Au	Citrate_based	35	?	?	?	?	3,8286E-08	48	A549	Human	Lung	Epithelial	Adult 	cancer	male	ApoTox­Glo_Triplex	Caspase_Glo	93,68
Au	Citrate_based	35	?	?	?	?	1,53144E-07	48	A549	Human	Lung	Epithelial	Adult 	cancer	male	ApoTox­Glo_Triplex	Caspase_Glo	89,47
Au	Citrate_based	35	?	?	?	?	3,06288E-07	48	A549	Human	Lung	Epithelial	Adult 	cancer	male	ApoTox­Glo_Triplex	Caspase_Glo	84,21
Au	Citrate_based	35	?	?	?	?	3,8286E-07	48	A549	Human	Lung	Epithelial	Adult 	cancer	male	ApoTox­Glo_Triplex	Caspase_Glo	81,58
Au	Citrate_based	35	?	?	?	?	7,65719E-07	48	A549	Human	Lung	Epithelial	Adult 	cancer	male	ApoTox­Glo_Triplex	Caspase_Glo	74,74
